亦庄开发区|大兴其它|旧宫镇 上林苑 南北通透 三居室 快速公交一号线 |上林苑| | 3室1厅 | 126.38平米 | 南 北 | 简装|高楼层(共6层)  2002年建板楼  -  |大兴其它|350万|单价27695元/平米
亦庄开发区|亦庄|亦庄 富源里 精装一居 南北通透 带阁楼|富源里| | 1室1厅 | 63.82平米 | 南 北 | 精装|高楼层(共6层)  2002年建板楼  -  |亦庄|240万|单价37606元/平米
亦庄开发区|亦庄|星岛嘉园大3居 临近地铁 满五年唯一|星岛嘉园| | 3室2厅 | 161平米 | 南 北 | 精装|高楼层(共6层)  2001年建板楼  -  |亦庄|540万|单价33541元/平米
亦庄开发区|亦庄|天宝家园 精装两居 南北通透  满五唯一 免税|天宝家园| | 2室1厅 | 59.11平米 | 南 北 | 简装|高楼层(共6层)  2003年建板楼  -  |亦庄|245万|单价41449元/平米
亦庄开发区|亦庄|贵园东里 南北两居 有钥匙 邻近地铁|贵园东里| | 2室2厅 | 84.18平米 | 南 北 | 精装|高楼层(共6层)  1999年建板楼  -  |亦庄|251万|单价29818元/平米
亦庄开发区|亦庄|卡尔生活馆联排别墅，前后花园，有地下室|卡尔生活馆| | 5室2厅 | 297平米 | 南 北 | 精装|地下室(共3层)  2004年建  -  |亦庄|1200万|单价40405元/平米
亦庄开发区|亦庄|大复式+精装修+满五年唯一+可落户+学区可用！|春华屋| | 5室2厅 | 275.12平米 | 南 北 | 精装|高楼层(共11层)  2000年建板塔结合  -  |亦庄|880万|单价31987元/平米
亦庄开发区|亦庄|满五唯一，带电梯，南北通透，格局方正，采光充足|新康家园| | 3室1厅 | 150平米 | 南 北 | 其他|高楼层(共18层)  2000年建板塔结合  -  |亦庄|550万|单价36667元/平米
亦庄开发区|亦庄|林肯公园复式两居 精装修 不限购 邻地铁|林肯公园| | 2室1厅 | 50平米 | 北 | 精装|高楼层(共24层)  2009年建塔楼  -  |亦庄|225万|单价45000元/平米
亦庄开发区|亦庄|高层南北通透2居室，学区房邻近地铁|金泰公寓| | 2室2厅 | 121.7平米 | 南 北 | 精装|高楼层(共12层)  2002年建板楼  -  |亦庄|400万|单价32868元/平米
亦庄开发区|亦庄|东晶国际 临地铁 精装修 挨着北京二中亦庄分校	|东晶国际| | 3室2厅 | 136.45平米 | 东 西 | 精装|高楼层(共6层)  2002年建板塔结合  -  |亦庄|400万|单价29315元/平米
亦庄开发区|亦庄|亦庄开发区 繁华地段 经典联排 有房本 诚售|中央公馆| | 6室2厅 | 387平米 | 南 北 | 精装|低楼层(共3层)  2008年建  -  |亦庄|1300万|单价33592元/平米
亦庄开发区|亦庄|郁金香舍三居室  赠送40平米阁楼  豪华装修|郁金香舍| | 3室2厅 | 128平米 | 南 北 | 精装|高楼层(共5层)  2003年建板楼  -  |亦庄|540万|单价42188元/平米
亦庄开发区|亦庄|中央公馆 精装联排 满五唯一 豪华装修|中央公馆| | 4室2厅 | 316平米 | 南 北 | 精装|低楼层(共3层)  2008年建  -  |亦庄|1230万|单价38925元/平米
亦庄开发区|亦庄|贵园东里 大三居 满五年唯一 简单装修 中间楼层|贵园东里| | 3室2厅 | 98.75平米 | 南 北 | 简装|高楼层(共6层)  1999年建板楼  -  |亦庄|320万|单价32406元/平米
亦庄开发区|亦庄|亦庄卡尔生活馆 南北四居室 满两年 南向花园|卡尔生活馆| | 4室2厅 | 269平米 | 南 北 | 简装|低楼层(共3层)  2004年建  -  |亦庄|850万|单价31599元/平米
亦庄开发区|亦庄|境界边户联排 南北花园 花园外是公共花园|境界| | 3室2厅 | 300.37平米 | 南 北 | 精装|地下室(共3层)  2004年建  -  |亦庄|1149万|单价38253元/平米
亦庄开发区|亦庄|境界带电梯免税三居 看房提前预约|境界| | 3室2厅 | 165平米 | 南 北 | 精装|高楼层(共7层)  2004年建塔楼  -  |亦庄|590万|单价35758元/平米
亦庄开发区|亦庄|小康家园 不临街 南北通透两居 诚意出售|小康家园| | 2室1厅 | 92平米 | 南 北 | 其他|中楼层(共6层)  1997年建板楼  -  |亦庄|255万|单价27718元/平米
亦庄开发区|亦庄|满五年唯一 精装修 带电梯 全天采光|春华屋| | 3室2厅 | 145平米 | 东 西 | 精装|中楼层(共11层)  2000年建板塔结合  -  |亦庄|480万|单价33104元/平米
亦庄开发区|亦庄|600平花园独栋房源成熟社区出行方便				|鹿鸣苑| | 5室2厅 | 400平米 | 南 北 | 简装|低楼层(共3层)  1999年建  -  |亦庄|2500万|单价62500元/平米
亦庄开发区|亦庄|亦庄长新花园联排别墅 毗邻博大公园 临近地铁|长新花园| | 4室5厅 | 250平米 | 南 北 | 精装|低楼层(共3层)  1994年建  -  |亦庄|800万|单价32000元/平米
亦庄开发区|亦庄|贵园东里全南两居室 满五唯一 精装修|贵园东里| | 2室1厅 | 74.89平米 | 南 | 精装|中楼层(共7层)  1999年建板楼  -  |亦庄|265万|单价35386元/平米
亦庄开发区|亦庄|联排别墅满5唯一地铁学区通透好格局|鹿鸣苑| | 4室1厅 | 227平米 | 南 北 | 简装|低楼层(共3层)  1999年建  -  |亦庄|780万|单价34362元/平米
亦庄开发区|亦庄|金地格林小镇 精装联排别墅 中心位置|金地格林小镇| | 5室2厅 | 271.99平米 | 南 北 | 精装|低楼层(共3层)  2002年建板楼  -  |亦庄|1260万|单价46326元/平米
亦庄开发区|亦庄|贵园东里 南北通透 紧邻地铁亦庄桥站|贵园东里| | 2室2厅 | 88平米 | 南 北 | 简装|高楼层(共7层)  1999年建板楼  -  |亦庄|276万|单价31364元/平米
亦庄开发区|亦庄|东晶国际 满五年唯一 正规一居室可改两居 |东晶国际| | 1室1厅 | 75.11平米 | 东 | 精装|中楼层(共18层)  2002年建板塔结合  -  |亦庄|288万|单价38344元/平米
亦庄开发区|亦庄|林肯公园 大开间  不限购  临近地铁 |林肯公园| | 1室0厅 | 44.74平米 | 南 | 精装|中楼层(共24层)  2009年建塔楼  -  |亦庄|125万|单价27940元/平米
亦庄开发区|亦庄|贵园南里甲区 中间楼层 南北通透一居能改两居 一梯2户|贵园南里甲区| | 1室1厅 | 72.76平米 | 南 北 | 精装|中楼层(共6层)  2000年建板楼  -  |亦庄|265万|单价36422元/平米
亦庄开发区|亦庄|地铁旁 亦庄核心区 国融国际53平两室LOFT 税少|国融国际| | 2室2厅 | 53平米 | 东 北 | 精装|高楼层(共23层)  2005年建塔楼  -  |亦庄|205万|单价38680元/平米
亦庄开发区|亦庄|贵园东里，满五年唯一 精装修，紧邻地铁|贵园东里| | 2室1厅 | 84平米 | 南 北 | 精装|高楼层(共6层)  1999年建板楼  -  |亦庄|280万|单价33334元/平米
亦庄开发区|亦庄|国融国际临近地铁500米正规一居室西朝向|国融国际| | 1室1厅 | 47平米 | 西 | 简装|高楼层(共23层)  2005年建塔楼  -  |亦庄|102万|单价21703元/平米
亦庄开发区|亦庄|复式结构 临近地铁 不限购 可注册办公|荣京丽都| | 1室1厅 | 36.1平米 | 东 | 简装|中楼层(共27层)  2008年建塔楼  -  |亦庄|120万|单价33241元/平米
亦庄开发区|亦庄|天宝家园 南北通透两居室 满五年 高楼层|天宝家园| | 2室1厅 | 70.73平米 | 南 北 | 精装|高楼层(共6层)  2003年建板楼  -  |亦庄|260万|单价36760元/平米
亦庄开发区|亦庄|满五唯一，南北通透，一层带院，带地下室，交通便利|梅园小区| | 2室2厅 | 93.76平米 | 南 北 | 其他|低楼层(共6层)  1996年建板楼  -  |亦庄|380万|单价40530元/平米
亦庄开发区|亦庄|国融国际 精装一居室 紧邻地铁 满五唯一|国融国际| | 1室1厅 | 48平米 | 东 | 精装|中楼层(共21层)  2007年建塔楼  -  |亦庄|120万|单价25000元/平米
亦庄开发区|亦庄|国融国际 满五年唯一 限购地铁房|国融国际| | 1室0厅 | 33.36平米 | 北 | 简装|低楼层(共23层)  2005年建塔楼  -  |亦庄|75万|单价22483元/平米
亦庄开发区|亦庄|东边户精装3居 全明格局 南北通透 |上海沙龙| | 3室2厅 | 120.99平米 | 南 北 | 精装|低楼层(共9层)  2003年建板楼  -  |亦庄|560万|单价46285元/平米
亦庄开发区|亦庄|精装修，拎包入住，地铁房，民水民电，不限购|林肯公园| | 1室1厅 | 51.18平米 | 北 | 精装|中楼层(共24层)  2009年建塔楼  -  |亦庄|165万|单价32240元/平米
亦庄开发区|亦庄|富源里 4室3厅 499万|富源里| | 4室3厅 | 208.19平米 | 南 北 | 精装|高楼层(共6层)  1999年建板楼  -  |亦庄|499万|单价23969元/平米
亦庄开发区|亦庄|天宝家园 满五唯一 精装修 楼层好 小区中间位置 诚售|天宝家园| | 2室2厅 | 86.66平米 | 南 北 | 精装|高楼层(共6层)  2003年建板楼  -  |亦庄|350万|单价40388元/平米
亦庄开发区|亦庄|格林小镇C5叠上别墅，满5年唯一，送一南向20平露台|金地格林小镇| | 5室2厅 | 205.51平米 | 南 北 | 精装|中楼层(共4层)  2002年建板楼  -  |亦庄|930万|单价45254元/平米
亦庄开发区|亦庄|林肯公园 精装一居 紧邻地铁 配套完善|林肯公园| | 1室1厅 | 51.27平米 | 北 | 精装|中楼层(共24层)  2009年建塔楼  -  |亦庄|169万|单价32963元/平米
亦庄开发区|亦庄|金色漫香林五期  毛坯房 有钥匙随时看  |金色漫香林五期| | 3室2厅 | 141.07平米 | 南 北 | 毛坯|高楼层(共4层)  2012年建板楼  -  |亦庄|620万|单价43950元/平米
亦庄开发区|亦庄|标准小三居二中学区房原值高精装修诚意出售|博客雅居| | 3室2厅 | 104.28平米 | 西南 | 精装|高楼层(共24层)  2008年建塔楼  -  |亦庄|320万|单价30687元/平米
亦庄开发区|亦庄|金色漫香林南北通透两居室  精装修  满五唯一|金色漫香林一期| | 2室1厅 | 89.23平米 | 南 北 | 精装|高楼层(共9层)  2009年建板塔结合  -  |亦庄|370万|单价41466元/平米
亦庄开发区|亦庄|国融国际距离地铁站400米正规一居室诚意出售|国融国际| | 1室1厅 | 53.06平米 | 西南 | 简装|高楼层(共23层)  2005年建塔楼  -  |亦庄|110万|单价20732元/平米
亦庄开发区|亦庄|不限购复式结构户型不错出行方便				|国融国际| | 1室1厅 | 53.17平米 | 东北 | 简装|高楼层(共16层)  2006年建塔楼  -  |亦庄|139万|单价26143元/平米
亦庄开发区|亦庄|东晶国际在售两居室，原值高，诚意出售|东晶国际| | 2室1厅 | 73.28平米 | 西 | 简装|高楼层(共18层)  2002年建板塔结合  -  |亦庄|252万|单价34389元/平米
亦庄开发区|亦庄|豪华装修，南北通透，赠送花园，上下三层的别墅|金色漫香林五期| | 6室2厅 | 275平米 | 南 北 | 精装|低楼层(共3层)  2012年建  -  |亦庄|1260万|单价45819元/平米
亦庄开发区|亦庄|上海沙龙 满五年唯一 南北通透 全明格局 附赠产权车位|上海沙龙| | 2室2厅 | 94平米 | 北 南 | 简装|高楼层(共9层)  2006年建板楼  -  |亦庄|480万|单价51064元/平米
亦庄开发区|亦庄|国融国际53平米loft紧邻地铁配套完善|国融国际| | 2室2厅 | 53平米 | 西南 | 简装|高楼层(共23层)  2005年建塔楼  -  |亦庄|170万|单价32076元/平米
亦庄开发区|亦庄|听涛雅苑 三居室 业主诚心出售 带电梯 |听涛雅苑| | 3室2厅 | 121平米 | 东 西 | 精装|低楼层(共8层)  2000年建板塔结合  -  |亦庄|520万|单价42976元/平米
亦庄开发区|亦庄|国融国际 满五年唯一 精装地铁房|国融国际| | 1室0厅 | 43平米 | 东 | 精装|中楼层(共21层)  2007年建塔楼  -  |亦庄|95万|单价22094元/平米
亦庄开发区|亦庄|一栋洋房花园联排别墅，诚意出售！|一栋洋房| | 3室2厅 | 173平米 | 南 北 | 简装|低楼层(共3层)  2001年建  -  |亦庄|780万|单价45087元/平米
亦庄开发区|亦庄|浉城百丽 优质房源 户型方正 40平米左右露台 诚意出售|浉城百丽| | 2室2厅 | 96.05平米 | 南 北 | 精装|高楼层(共4层)  2002年建板楼  -  |亦庄|450万|单价46851元/平米
亦庄开发区|亦庄|大雄秋盛居   精装三居   东西通透   视野棒   |秋盛居| | 3室2厅 | 105平米 | 东 东南 西 | 精装|高楼层(共5层)  1999年建板楼  -  |亦庄|400万|单价38096元/平米
亦庄开发区|亦庄|南北向 学区房 带电梯 地铁1000米|听涛雅苑| | 2室1厅 | 82.69平米 | 南 北 | 精装|中楼层(共8层)  2000年建板塔结合  -  |亦庄|310万|单价37490元/平米
亦庄开发区|亦庄|境界叠上别墅 新装修 送60平露台|境界| | 4室2厅 | 218平米 | 南 北 | 精装|中楼层(共4层)  2004年建  -  |亦庄|765万|单价35092元/平米
亦庄开发区|亦庄|林肯公园，顶层复式，采光很好，紧邻地铁，品质小区。|林肯公园| | 3室1厅 | 65.08平米 | 西 南 | 精装|高楼层(共24层)  2009年建塔楼  -  |亦庄|320万|单价49171元/平米
亦庄开发区|亦庄|南北通透，明卫，带同等面积阁楼|莱茵河畔| | 5室3厅 | 157平米 | 南 北 | 简装|高楼层(共5层)  2003年建板楼  -  |亦庄|570万|单价36306元/平米
亦庄开发区|亦庄|金色漫香林五期  洋房三居 南北通透 毛坯随时看|金色漫香林五期| | 3室1厅 | 147平米 | 南 北 | 毛坯|中楼层(共4层)  2012年建板楼  -  |亦庄|550万|单价37415元/平米
亦庄开发区|亦庄|不限购复式结构户型不错出行方便				|国融国际| | 1室1厅 | 47.38平米 | 东 | 简装|高楼层(共16层)  2006年建塔楼  -  |亦庄|129万|单价27227元/平米
亦庄开发区|亦庄|金色漫香林五期 带电梯三居室 精装修改成四居室|金色漫香林五期| | 4室1厅 | 127.08平米 | 南 北 | 精装|中楼层(共6层)  2012年建板楼  -  |亦庄|480万|单价37772元/平米
亦庄开发区|亦庄|博客雅居  正规一居  地铁房 |博客雅居| | 1室1厅 | 59.35平米 | 西南 | 简装|中楼层(共24层)  2008年建塔楼  -  |亦庄|182万|单价30666元/平米
亦庄开发区|亦庄|林肯公园燃气两居室 观景房，诚心出售|林肯公园| | 2室1厅 | 69平米 | 东北 | 精装|低楼层(共24层)  2009年建塔楼  -  |亦庄|249万|单价36087元/平米
亦庄开发区|亦庄|林肯公园二期A区 精装两居室 观景小区花园 不限购|林肯公园二期A区| | 2室2厅 | 120.54平米 | 北 | 精装|中楼层(共22层)  2014年建塔楼  -  |亦庄|415万|单价34429元/平米
亦庄开发区|亦庄|正规二居室，免装修，好楼层，可上北京二中|秋盛居| | 2室2厅 | 80.03平米 | 东 | 简装|中楼层(共5层)  1999年建板楼  -  |亦庄|320万|单价39986元/平米
亦庄开发区|亦庄|博客雅居 亦庄核心 划片学区房 可落户 距离地铁225米|博客雅居| | 1室1厅 | 65.57平米 | 北 | 精装|低楼层(共24层)  2008年建塔楼  -  |亦庄|170万|单价25927元/平米
亦庄开发区|亦庄|境界带电梯三居 南北通透落地窗|境界| | 3室2厅 | 165平米 | 北 南 | 精装|高楼层(共7层)  2004年建塔楼  -  |亦庄|600万|单价36364元/平米
亦庄开发区|亦庄|国锐金嵿 两居室精装修 小区带业主会所|国锐金嵿| | 2室2厅 | 124平米 | 西 | 精装|低楼层(共36层)  2015年建板楼  -  |亦庄|430万|单价34678元/平米
亦庄开发区|亦庄|林肯公园二期 优质三居室 诚意出售|林肯公园二期| | 3室2厅 | 148平米 | 西北 | 其他|低楼层(共22层)  2014年建塔楼  -  |亦庄|550万|单价37163元/平米
亦庄开发区|亦庄|林肯公园二期 精装修不限购 民水民电|林肯公园二期| | 2室1厅 | 94平米 | 东北 | 精装|中楼层(共21层)  2014年建塔楼  -  |亦庄|340万|单价36171元/平米
亦庄开发区|亦庄|上海沙龙 开间 小户型  西南朝向 带电梯|上海沙龙| | 1室0厅 | 50.99平米 | 西 | 精装|低楼层(共9层)  2006年建板楼  -  |亦庄|205万|单价40204元/平米
亦庄开发区|亦庄|带电梯两居室 满五唯一 免个税 双卫 全明格局    |听涛雅苑| | 2室1厅 | 82.69平米 | 南 北 | 其他|中楼层(共8层)  2000年建板塔结合  -  |亦庄|370万|单价44746元/平米
亦庄开发区|亦庄|贵园北里甲区 2室1厅 290万|贵园北里甲区| | 2室1厅 | 88.71平米 | 南 北 | 简装|低楼层(共6层)  1995年建板楼  -  |亦庄|290万|单价32691元/平米
亦庄开发区|亦庄|东晶国际 精华修四居室  业主诚心出售 |东晶国际| | 4室2厅 | 213.55平米 | 西北 | 精装|低楼层(共15层)  2002年建板塔结合  -  |亦庄|586万|单价27441元/平米
亦庄开发区|亦庄|博客雅居 免税 精装修 高楼层 东南向 划片学区 临地铁|博客雅居| | 1室1厅 | 59.87平米 | 东南 | 精装|高楼层(共24层)  2008年建塔楼  -  |亦庄|198万|单价33072元/平米
亦庄开发区|亦庄|东晶国际电梯一居室 可落户 业主诚意出售|东晶国际| | 1室0厅 | 48.43平米 | 西 | 简装|中楼层(共18层)  2002年建板塔结合  -  |亦庄|195万|单价40265元/平米
亦庄开发区|亦庄|金色漫香林 经典叠上 199平送100平阁楼+露台！|金色漫香林二期| | 5室2厅 | 199.62平米 | 南 北 | 毛坯|中楼层(共4层)  2010年建板楼  -  |亦庄|660万|单价33063元/平米
亦庄开发区|亦庄|国融国际33平米北向开间紧邻地铁紧邻公园|国融国际| | 1室0厅 | 33平米 | 北 | 精装|中楼层(共23层)  2005年建塔楼  -  |亦庄|75万|单价22728元/平米
