大兴|长阳|原香小镇 南北通透两居 全明格局 满五唯一 随时签约|原香小镇一区| | 2室1厅 | 88平米 | 南 北 | 精装|中楼层(共10层)  2010年建板楼  -  |长阳|238万|单价27046元/平米
大兴|科技园区|中海九号公馆 精装大四居 无遮挡|中海九号公馆| | 3室2厅 | 213平米 | 南 北 | 其他|低楼层(共18层)  2012年建  -  |科技园区|1550万|单价72770元/平米
大兴|科技园区|宝隆温泉公寓  全南向 一居室 地铁房|宝隆温泉公寓| | 1室1厅 | 59.92平米 | 南 | 简装|低楼层(共30层)  2000年建塔楼  -  |科技园区|210万|单价35047元/平米
大兴|科技园区|中海高端品质 南北小三居 满两年|中海苏黎世家| | 3室1厅 | 95平米 | 南 北 | 其他|中楼层(共15层)  2012年建板楼  -  |科技园区|660万|单价69474元/平米
大兴|科技园区|经典户型大三居 南北通透 小区中心位置|长丰园三区| | 3室2厅 | 127.02平米 | 南 北 | 简装|高楼层(共6层)  2003年建板楼  -  |科技园区|320万|单价25193元/平米
大兴|科技园区|北京方向精装三居，新房没有住过全明格局双卫，临地铁|北京方向| | 3室1厅 | 119.19平米 | 东 南 北 | 精装|中楼层(共19层)  板楼  -  |科技园区|760万|单价63764元/平米
大兴|科技园区|北京方向 经典阳光三居 精装新房 没住过人！|北京方向| | 3室1厅 | 119.61平米 | 南 北 | 精装|高楼层(共19层)  2011年建板楼  -  |科技园区|680万|单价56852元/平米
大兴|科技园区|帝京花园 地铁房 城市别墅 四环内投资首选|帝京花园| | 5室2厅 | 298平米 | 东 西 | 简装|低楼层(共3层)  2000年建  -  |科技园区|1680万|单价56376元/平米
大兴|科技园区|中海九号公馆稀缺把边南入户大花园别墅随时看！|中海九号公馆| | 6室2厅 | 440平米 | 南 北 | 毛坯|地下室(共3层)  2012年建  -  |科技园区|2500万|单价56819元/平米
大兴|科技园区|联排别墅  毛坯  南北通透 南入户|中海九号公馆| | 5室2厅 | 410.92平米 | 南 北 | 毛坯|地下室(共3层)  2012年建  -  |科技园区|2100万|单价51105元/平米
大兴|科技园区|恒富中街南北通透精装复式，居家舒适，交通便利|恒富中街6号院| | 3室2厅 | 146平米 | 南 北 | 精装|高楼层(共7层)  1996年建板楼  -  |科技园区|500万|单价34247元/平米
大兴|科技园区|怡海富泽园精装复式拎包入住近地铁|怡海花园富泽园| | 3室2厅 | 203.98平米 | 东 南 | 其他|高楼层(共30层)  2001年建塔楼  -  |科技园区|850万|单价41671元/平米
大兴|科技园区|怡海花园  四期四居室  业主诚心出售|怡海花园富泽园| | 4室2厅 | 199.42平米 | 东 南 | 简装|高楼层(共30层)  2001年建塔楼  -  |科技园区|730万|单价36607元/平米
大兴|科技园区|中海九号公馆 把边户南入户  毛坯别墅。|中海九号公馆| | 6室3厅 | 425平米 | 南 北 | 毛坯|地下室(共3层)  2012年建  -  |科技园区|2500万|单价58824元/平米
大兴|科技园区|富锦嘉园一区 南北通透 总价低 顶层两居室|富锦嘉园一区| | 2室1厅 | 83.28平米 | 南 北 | 精装|高楼层(共6层)  2002年建板楼  -  |科技园区|355万|单价42628元/平米
大兴|科技园区|宝隆温泉公寓  精装修一居室 地铁房       |宝隆温泉公寓| | 1室1厅 | 59.92平米 | 南 | 精装|低楼层(共30层)  2000年建塔楼  -  |科技园区|230万|单价38385元/平米
大兴|科技园区|南北通透小三居，双地铁，可上丰台五小|丰泽居一号院| | 3室1厅 | 81.7平米 | 东 南 北 | 简装|高楼层(共6层)  1993年建板楼  -  |科技园区|310万|单价37944元/平米
大兴|科技园区|中海苏黎世家 正规一居室 全明格局|中海苏黎世家| | 1室1厅 | 46.7平米 | 东南 | 精装|低楼层(共15层)  2012年建板楼  -  |科技园区|300万|单价64240元/平米
大兴|科技园区|怡海花园 板楼南北通透 满五年 临地铁|怡海花园恒泰园| | 2室1厅 | 69.69平米 | 南 北 | 简装|高楼层(共6层)  1997年建板楼  -  |科技园区|350万|单价50223元/平米
大兴|科技园区|中海御鑫阁底商 上下两层 诚心出售|中海御鑫阁| | 1室1厅 | 130平米 | 南 | 毛坯|低楼层(共20层)  2012年建塔楼  -  |科技园区|660万|单价50770元/平米
大兴|科技园区|科技园附近，长丰园三区1层送花园1居|长丰园三区| | 1室1厅 | 59平米 | 南 北 | 简装|低楼层(共6层)  2003年建板楼  -  |科技园区|178万|单价30170元/平米
大兴|科技园区|全南向1居室，高楼层，落地飘窗，带阳台。|宝隆温泉公寓| | 1室1厅 | 58.85平米 | 南 | 精装|高楼层(共30层)  2000年建塔楼  -  |科技园区|180万|单价30587元/平米
大兴|科技园区|科技园区  三居室  低总价 中间楼层|天下儒寓| | 3室2厅 | 133.08平米 | 西 北 | 精装|中楼层(共28层)  2005年建塔楼  -  |科技园区|360万|单价27052元/平米
大兴|科技园区|中海御鑫阁南向精装一居室 中间层采光通风好 ！|中海御鑫阁| | 1室0厅 | 42平米 | 南 | 精装|中楼层(共20层)  2012年建塔楼  -  |科技园区|230万|单价54762元/平米
大兴|科技园区|此房不限购 可以直接够买商业周边 升值潜力大。|中海御鑫阁| | 5室0厅 | 196.27平米 | 南 | 其他|低楼层(共20层)  2012年建塔楼  -  |科技园区|1500万|单价76426元/平米
大兴|科技园区|南北通透的联排别墅稀缺户型急售|明春东园| | 6室2厅 | 224平米 | 东 西 | 其他|低楼层(共3层)  2000年建  -  |科技园区|700万|单价31250元/平米
大兴|科技园区|中海九号公馆毛坯联排别墅，低总价 |中海九号公馆| | 6室3厅 | 408平米 | 南 北 | 其他|地下室(共3层)  2012年建  -  |科技园区|1950万|单价47795元/平米
大兴|科技园区|北京方向在售底商  随时看 业主诚心出售|北京方向| | 0室2厅 | 213平米 | 南 | 其他|低楼层(共19层)  2011年建板楼  -  |科技园区|1350万|单价63381元/平米
大兴|科技园区|长丰园二区  首付低 业主诚心出售|长丰园二区| | 1室1厅 | 41.53平米 | 南 北 | 简装|高楼层(共7层)  2002年建板楼  -  |科技园区|125万|单价30099元/平米
大兴|科技园区|中海御鑫阁次顶层南北通透的两居室业主自住诚心出售！|中海御鑫阁| | 2室1厅 | 91平米 | 南 北 | 精装|高楼层(共21层)  2012年建塔楼  -  |科技园区|600万|单价65935元/平米
大兴|科技园区|总部基地  诺德中心 精装修 交通出行方便|诺德中心| | 1室0厅 | 47平米 | 北 | 精装|高楼层(共12层)  塔楼  -  |科技园区|185万|单价39362元/平米
大兴|科技园区|怡海花园六期恒泰园经典三居 观湖景|怡海花园恒泰园| | 3室2厅 | 204.36平米 | 南 北 东 | 精装|低楼层(共29层)  2005年建塔楼  -  |科技园区|1000万|单价48934元/平米
大兴|科技园区|总部基地 阳光四季 9号地铁 五小学区精装四居|阳光四季| | 4室2厅 | 151平米 | 东 西 | 精装|低楼层(共19层)  1999年建塔楼  -  |科技园区|580万|单价38411元/平米
大兴|科技园区|怡锦园 欧尚超市  电梯房  大三居  人车分流 学区地铁|怡锦园| | 3室2厅 | 137平米 | 东 北 | 精装|高楼层(共30层)  2004年建塔楼  -  |科技园区|610万|单价44526元/平米
大兴|科技园区|全南向1居室，落地窗，主卧室带阳台，紧邻地铁。|宝隆温泉公寓| | 1室1厅 | 58.85平米 | 南 | 精装|高楼层(共30层)  2000年建塔楼  -  |科技园区|180万|单价30587元/平米
大兴|科技园区|怡海花园 富润园 大四居 诚心出售|怡海花园富润园| | 4室2厅 | 197.16平米 | 南 西 北 | 精装|高楼层(共29层)  2002年建塔楼  -  |科技园区|830万|单价42098元/平米
大兴|科技园区|怡海花园全南三居，采光好，无遮挡，视野好|怡海花园富润园| | 3室2厅 | 110.99平米 | 南 | 精装|中楼层(共18层)  2001年建塔楼  -  |科技园区|530万|单价47753元/平米
大兴|科技园区|宝隆温泉公寓 满五年 地铁旁 东南向 可以改两居|宝隆温泉公寓| | 3室2厅 | 68.89平米 | 东南 | 简装|低楼层(共30层)  2000年建塔楼  -  |科技园区|250万|单价36290元/平米
大兴|科技园区|宝隆温泉公寓 正规大一居 朝南向 采光好|宝隆温泉公寓| | 3室2厅 | 59.92平米 | 南 | 简装|低楼层(共30层)  2000年建塔楼  -  |科技园区|210万|单价35047元/平米
大兴|科技园区|国际花园独栋别墅 前后花园 有地下室 有露台。|国际花园| | 8室4厅 | 286平米 | 东 南 西 北 | 精装|低楼层(共3层)  2006年建  -  |科技园区|2100万|单价73427元/平米
大兴|科技园区|宝隆温泉公寓大一居 南向 税少 丰台五小学区|宝隆温泉公寓| | 1室1厅 | 60.45平米 | 南 | 简装|高楼层(共30层)  2000年建塔楼  -  |科技园区|220万|单价36394元/平米
大兴|科技园区|亿城天筑花园洋房精装修顶层带阁楼大两居|亿城天筑| | 2室2厅 | 105.57平米 | 南 北 | 精装|高楼层(共6层)  2006年建板楼  -  |科技园区|580万|单价54940元/平米
大兴|科技园区|【西四环70年精装小户型】【楼下地铁站在建】|设计师广场| | 1室0厅 | 44平米 | 西北 | 精装|低楼层(共26层)  2008年建塔楼  -  |科技园区|170万|单价38637元/平米
大兴|科技园区|板楼东西通透两居楼层好视野开阔中等装修|富锦嘉园四区| | 2室2厅 | 103平米 | 东 西 | 精装|中楼层(共7层)  2004年建板楼  -  |科技园区|410万|单价39806元/平米
大兴|科技园区|商品房 南北通透三居室 带地下室 免费停车位|富锦嘉园二区| | 3室1厅 | 115平米 | 南 北 | 其他|高楼层(共6层)  2002年建板楼  -  |科技园区|415万|单价36087元/平米
大兴|科技园区|怡海花园恒泰园 北京八中 北京实验二小 地铁房|怡海花园恒泰园| | 3室1厅 | 208.81平米 | 南 西 北 | 简装|高楼层(共29层)  2005年建塔楼  -  |科技园区|900万|单价43102元/平米
大兴|科技园区|怡海花园富泽园  东南向 大一居 采光好  地铁旁|怡海花园富泽园| | 1室1厅 | 72.66平米 | 东南 | 简装|低楼层(共30层)  2001年建塔楼  -  |科技园区|350万|单价48170元/平米
大兴|科技园区|中海御鑫阁不限购底商，临大路，投资房|中海御鑫阁| | 2室1厅 | 91平米 | 西 | 毛坯|低楼层(共22层)  2012年建塔楼  -  |科技园区|680万|单价74726元/平米
大兴|科技园区|怡海花园南北通透复式板楼 带电梯送露台60平米精装|怡海花园富泽园| | 4室2厅 | 214.41平米 | 南 北 | 其他|高楼层(共11层)  1998年建板塔结合  -  |科技园区|750万|单价34980元/平米
大兴|科技园区|怡锦园 两居 格局方正 高楼层 视野采光不错！|怡锦园| | 2室1厅 | 104平米 | 东 南 | 简装|高楼层(共30层)  2004年建塔楼  -  |科技园区|420万|单价40385元/平米
大兴|科技园区|南极星  精装两居  满五年非唯一   紧邻地铁公园|南极星| | 2室1厅 | 87.41平米 | 南 西 | 精装|中楼层(共24层)  2001年建塔楼  -  |科技园区|320万|单价36610元/平米
大兴|科技园区|设计师 东南高楼层【70年产权】业主诚售|设计师广场| | 1室0厅 | 34.4平米 | 东南 | 精装|中楼层(共28层)  2008年建塔楼  -  |科技园区|150万|单价43605元/平米
大兴|科技园区|科技园区国际花园独栋别墅送花园送地下室。|国际花园| | 6室3厅 | 286平米 | 东 南 西 北 | 精装|低楼层(共3层)  2004年建  -  |科技园区|2800万|单价97903元/平米
大兴|科技园区|北京八中学区怡海四期大三居双卫无遮挡|怡海花园富润园| | 3室2厅 | 165.32平米 | 东南 北 | 简装|低楼层(共30层)  2002年建塔楼  -  |科技园区|640万|单价38713元/平米
大兴|科技园区|中海九号公馆低层精装大四居室 满两年 |中海九号公馆| | 4室2厅 | 213平米 | 南 北 | 精装|低楼层(共18层)  2012年建  -  |科技园区|1550万|单价72770元/平米
大兴|科技园区|帝京花园别墅有房本，随时签约，产权清晰|帝京花园| | 5室2厅 | 468平米 | 南 北 | 其他|低楼层(共3层)  2000年建  -  |科技园区|1800万|单价38462元/平米
大兴|科技园区|中海九号南入户把边户型经典别墅 精装修 拎包入住 |中海九号公馆| | 6室2厅 | 443平米 | 南 北 | 精装|地下室(共3层)  2012年建  -  |科技园区|4000万|单价90294元/平米
大兴|科技园区|四环内 临地铁 不限购 通燃气                                                    |天龙华鹤| | 2室1厅 | 111.49平米 | 东 | 简装|低楼层(共32层)  2008年建塔楼  -  |科技园区|280万|单价25115元/平米
大兴|科技园区|天龙华鹤三居室 ，商住两用住房。不限购。面积大。|天龙华鹤| | 3室1厅 | 111.47平米 | 东 | 简装|中楼层(共32层)  2008年建塔楼  -  |科技园区|360万|单价32296元/平米
大兴|科技园区|总部基地亿城天筑花园洋房南北通透精装大两居|亿城天筑| | 2室2厅 | 96.73平米 | 南 北 | 精装|低楼层(共9层)  2005年建板塔结合  -  |科技园区|600万|单价62029元/平米
大兴|科技园区|中海御鑫阁南向一居室 紧邻地铁9号线 精装小户型|中海御鑫阁| | 1室0厅 | 36.65平米 | 南 | 精装|高楼层(共20层)  2012年建塔楼  -  |科技园区|210万|单价57299元/平米
大兴|科技园区|春泽北院5层2居 南北通透，安静|春泽北院| | 2室1厅 | 96.89平米 | 南 北 | 其他|中楼层(共7层)  2001年建板楼  -  |科技园区|200万|单价20642元/平米
大兴|科技园区|天下儒寓小区  紧邻地铁  业主诚心出售|天下儒寓| | 2室1厅 | 105平米 | 南 西 | 简装|中楼层(共28层)  2005年建塔楼  -  |科技园区|310万|单价29524元/平米
大兴|科技园区|中海九号公馆三区联排别墅，精装修，诚心出售|中海九号公馆| | 6室3厅 | 426平米 | 南 北 | 精装|地下室(共3层)  2012年建  -  |科技园区|2500万|单价58686元/平米
大兴|科技园区|【西四环70年住宅】西南向低总价 保持非常好 拎包入住|设计师广场| | 1室0厅 | 47平米 | 西南 | 精装|高楼层(共28层)  2008年建塔楼  -  |科技园区|178万|单价37873元/平米
大兴|科技园区|城市经典 正规五居室  交通方便 热卖中|新城市经典| | 5室2厅 | 202.21平米 | 东 南 西 | 其他|高楼层(共18层)  1999年建塔楼  -  |科技园区|540万|单价26705元/平米
大兴|科技园区|科技园区怡海花园南北通透复式送40平露台|怡海花园富泽园| | 4室2厅 | 200.39平米 | 南 北 | 简装|高楼层(共7层)  1998年建板楼  -  |科技园区|630万|单价31439元/平米
大兴|科技园区|怡海花园❤三期电梯房❤大三居❤诚意出售❤地铁学区房|怡海花园富润园| | 3室1厅 | 139.2平米 | 西南 | 其他|低楼层(共18层)  2001年建塔楼  -  |科技园区|520万|单价37357元/平米
大兴|科技园区|丰台五小学区城市经典两居满五年唯一诚心出售|新城市经典| | 2室1厅 | 77.97平米 | 北 西北 | 简装|中楼层(共18层)  1999年建塔楼  -  |科技园区|280万|单价35912元/平米
大兴|科技园区|怡海花园富润园 三居  地铁九号线 总部基地科技园区|怡海花园富润园| | 3室2厅 | 136平米 | 东南 北 | 简装|低楼层(共18层)  2001年建塔楼  -  |科技园区|520万|单价38236元/平米
大兴|科技园区|怡海花园六期，满五年大四居室，精装修，业主诚心出售|怡海花园恒泰园| | 5室2厅 | 258.59平米 | 南 北 | 简装|中楼层(共29层)  2005年建塔楼  -  |科技园区|1400万|单价54140元/平米
大兴|科技园区|长丰园一区一层两居室精装修南北通透|长丰园一区| | 2室1厅 | 86.7平米 | 南 北 | 简装|低楼层(共6层)  2000年建板楼  -  |科技园区|220万|单价25375元/平米
