海淀|安宁庄|阳光北里 免税 海淀实验二小学 楼龄新 靠谱签约|阳光北里| | 3室1厅 | 85.5平米 | 西 南 | 简装|高楼层(共18层)  1999年建塔楼  -  |安宁庄|450万|单价52632元/平米
海淀|万柳|满五年唯一 原始上学名额 无任何抵押 急售|阳春光华家园| | 2室2厅 | 105.32平米 | 南 | 精装|低楼层(共16层)  2000年建塔楼  -  |万柳|1050万|单价99697元/平米
海淀|万柳|山水倾城四居室 满五唯一 原始名额|山水倾城| | 3室2厅 | 219.31平米 | 南 西 | 精装|低楼层(共12层)  2003年建塔楼  -  |万柳|1680万|单价76604元/平米
海淀|万柳|阳春光华 万柳双学区 免税观景二居室 有名额|阳春光华家园| | 2室1厅 | 90.56平米 | 南 西 | 精装|中楼层(共16层)  1999年建塔楼  -  |万柳|950万|单价104903元/平米
海淀|万柳|万柳碧水通透三居 餐客分离 原始三小名额|碧水云天| | 3室2厅 | 156.93平米 | 东 西 | 精装|中楼层(共14层)  2004年建板楼  -  |万柳|1580万|单价100682元/平米
海淀|万柳|碧水云天三居室  满五唯一免征个税  三小原始名额|碧水云天| | 3室2厅 | 115.69平米 | 南 西 北 | 精装|低楼层(共16层)  2004年建塔楼  -  |万柳|1350万|单价116692元/平米
海淀|万柳|光大花园三卧室朝南 落地大阳台 中心位置 学区房|光大花园| | 3室2厅 | 150.81平米 | 西南 | 精装|中楼层(共17层)  2000年建塔楼  -  |万柳|1380万|单价91506元/平米
海淀|万柳|万泉新新家园 精装南北通透两居室 满五唯一 稳定出售|万泉新新家园| | 2室1厅 | 86.45平米 | 南 北 | 精装|中楼层(共6层)  2000年建板楼  -  |万柳|1020万|单价117988元/平米
海淀|万柳|中高层南北三居 餐客分离 原始名额 |碧水云天| | 3室2厅 | 154.68平米 | 南 北 | 精装|中楼层(共14层)  2004年建板楼  -  |万柳|1750万|单价113137元/平米
海淀|万柳|锋尚二期恒温恒湿两居 仅有契税 原始三小名额 储物间|锋尚国际| | 2室1厅 | 98.53平米 | 东北 | 精装|中楼层(共18层)  2003年建塔楼  -  |万柳|1060万|单价107582元/平米
海淀|万柳|锋尚经典三居户型 满五唯一 三小一路之隔 观中心水系|锋尚国际| | 3室2厅 | 138.85平米 | 西南 | 简装|中楼层(共18层)  2002年建塔楼  -  |万柳|1450万|单价104430元/平米
海淀|万柳|万柳山水倾城顶层复式满五唯一三小原始名额|山水倾城| | 6室3厅 | 294.01平米 | 西 南 | 其他|高楼层(共15层)  2003年建塔楼  -  |万柳|2250万|单价76529元/平米
海淀|万柳|新起点嘉园一居室 楼层高 原始三小名额|新起点嘉园| | 1室1厅 | 50.69平米 | 北 | 简装|高楼层(共18层)  2003年建塔楼  -  |万柳|520万|单价102585元/平米
海淀|万柳|锋尚国际 南北两居 满五唯一 原始名额|锋尚国际| | 2室2厅 | 117.79平米 | 南 北 | 精装|高楼层(共8层)  2002年建板楼  -  |万柳|1350万|单价114611元/平米
海淀|万柳|明厨明卫  餐客厅分离  满五唯一无个税|碧水云天| | 3室2厅 | 156.57平米 | 东 西 | 精装|低楼层(共14层)  2004年建板楼  -  |万柳|1600万|单价102191元/平米
海淀|万柳|园区中心 满五年唯一 免个税 免增值税 原始三小名额|锋尚国际| | 2室2厅 | 96平米 | 西北 | 精装|低楼层(共18层)  2002年建塔楼  -  |万柳|1050万|单价109375元/平米
海淀|万柳|万柳碧水云天南北三居室【次顶层】【双明卫】带车位 |碧水云天| | 3室2厅 | 143.8平米 | 南 北 | 精装|高楼层(共14层)  2004年建板楼  -  |万柳|1600万|单价111266元/平米
海淀|万柳|万柳山水倾城满五唯一三小原始名额稀缺东南跃层户型|山水倾城| | 3室2厅 | 174.59平米 | 东 南 | 简装|中楼层(共12层)  2003年建塔楼  -  |万柳|1400万|单价80188元/平米
海淀|万柳|光大花园 稀缺复式 高层观景无遮挡，居家首选|光大花园| | 3室1厅 | 184.84平米 | 南 西 | 精装|高楼层(共17层)  2000年建塔楼  -  |万柳|1750万|单价94677元/平米
海淀|万柳|万泉新新三期31号楼 248平 四居三卫 平层带车位|万泉新新家园| | 4室2厅 | 248.08平米 | 南 北 | 精装|中楼层(共7层)  2003年建板楼  -  |万柳|2600万|单价104805元/平米
海淀|万柳|万柳 阳春光华西南向二居 满五唯一 |阳春光华家园| | 2室1厅 | 90.67平米 | 西南 | 精装|低楼层(共16层)  2000年建塔楼  -  |万柳|880万|单价97056元/平米
海淀|万柳|新起点嘉园 此房可做底商 诚心出售|新起点嘉园| | 2室1厅 | 135平米 | 西 北 | 简装|低楼层(共20层)  2003年建塔楼  -  |万柳|1000万|单价74075元/平米
海淀|万柳|蜂鸟家园 满五唯一 原始名额 客厅主卧双朝南|蜂鸟家园| | 2室1厅 | 80.23平米 | 南 西 | 精装|低楼层(共16层)  2004年建板楼  -  |万柳|950万|单价118410元/平米
海淀|万柳|蜂鸟家园满五年唯一名额已毕业，精装修|蜂鸟家园| | 1室0厅 | 49.93平米 | 北 | 精装|低楼层(共14层)  2004年建板楼  -  |万柳|568万|单价113760元/平米
海淀|万柳|山水倾城 大三居 满五唯一 原始名额|山水倾城| | 3室2厅 | 178平米 | 东 北 | 精装|中楼层(共12层)  2003年建塔楼  -  |万柳|1700万|单价95506元/平米
海淀|万柳| 光大水墨 双卧朝南眼镜户型 精装修 重点学区房 |光大水墨风景| | 3室2厅 | 149.91平米 | 南 北 | 精装|低楼层(共16层)  2005年建板楼  -  |万柳|1900万|单价126743元/平米
海淀|万柳|涧桥泊屋 复式6居 满五年唯一 带车位|涧桥泊屋| | 6室3厅 | 371.72平米 | 南 西 北 | 精装|中楼层(共14层)  2004年建板楼  -  |万柳|2800万|单价75326元/平米
海淀|万柳|万城华府三期 下叠拼南花园 南北会呼吸的改善房|万城华府| | 4室3厅 | 270.17平米 | 南 北 | 精装|低楼层(共4层)  2007年建板楼  -  |万柳|3500万|单价129549元/平米
海淀|万柳|涧桥泊屋 中间楼层中心位置 满五年唯一|涧桥泊屋| | 3室2厅 | 171.68平米 | 南 北 | 精装|中楼层(共14层)  2004年建板楼  -  |万柳|1850万|单价107759元/平米
海淀|万柳|万柳光大花园  三卧室南 观景房 学区房|光大花园| | 3室1厅 | 150.81平米 | 西南 | 简装|高楼层(共17层)  2000年建塔楼  -  |万柳|1430万|单价94822元/平米
海淀|万柳|涧桥泊屋（新纪元家园）豪华装修 满五唯一  有车位|涧桥泊屋| | 7室3厅 | 367平米 | 南 北 | 精装|高楼层(共9层)  2004年建板楼  -  |万柳|2880万|单价78475元/平米
海淀|万柳|经典的日不落户型 原始三小名额 满五年唯一 |康桥水郡| | 3室2厅 | 179.64平米 | 东 南 西 | 精装|中楼层(共15层)  2004年建板楼  -  |万柳|1700万|单价94634元/平米
海淀|万柳|新起点嘉园 大三居 送车位 三小学区|新起点嘉园| | 3室1厅 | 144.28平米 | 西北 | 精装|低楼层(共20层)  2003年建塔楼  -  |万柳|950万|单价65845元/平米
海淀|万柳|新起点嘉园居家楼中关村三小原始名额免税精品两居|新起点嘉园| | 2室1厅 | 115.46平米 | 西南 | 简装|中楼层(共19层)  2003年建塔楼  -  |万柳|950万|单价82280元/平米
海淀|万柳|蜂鸟家园  高楼层  满五年唯一 |蜂鸟家园| | 1室0厅 | 43.98平米 | 北 | 简装|高楼层(共14层)  2004年建板楼  -  |万柳|580万|单价131879元/平米
海淀|万柳|碧水二期（精装三居）三面采光（原始名额）满五唯一|碧水云天| | 3室2厅 | 113.92平米 | 东 北 | 精装|低楼层(共16层)  2004年建塔楼  -  |万柳|1300万|单价114116元/平米
海淀|万柳|再别康桥 康桥水郡 精品两居 中关村三小学区！|康桥水郡| | 2室1厅 | 98.51平米 | 东 | 简装|低楼层(共15层)  2004年建板楼  -  |万柳|1000万|单价101513元/平米
海淀|万柳|蜂鸟家园 满五唯一  中关村三小原始名额|蜂鸟家园| | 1室0厅 | 51.6平米 | 北 | 精装|低楼层(共14层)  2004年建板楼  -  |万柳|580万|单价112404元/平米
海淀|万柳|万柳 新起点嘉园  诚售大三居 看房方便|新起点嘉园| | 3室2厅 | 154.09平米 | 西 北 | 精装|高楼层(共18层)  2003年建塔楼  -  |万柳|950万|单价61653元/平米
海淀|万柳|万泉新新二期 双主卧朝南四居室 次顶层送车位和储物间|万泉新新家园| | 4室2厅 | 237.95平米 | 南 北 | 精装|高楼层(共6层)  2002年建板楼  -  |万柳|2250万|单价94558元/平米
海淀|万柳|光大花园 免税三居室 双学区50%直升理工附中|光大花园| | 3室2厅 | 142平米 | 东 南 北 | 精装|中楼层(共17层)  2000年建塔楼  -  |万柳|1280万|单价90141元/平米
海淀|万柳|碧水二期（观景房）餐客厅分离（满五唯一）三小学区房|碧水云天| | 3室1厅 | 156.73平米 | 东 西 | 精装|中楼层(共14层)  2004年建板楼  -  |万柳|1750万|单价111657元/平米
海淀|万柳|万柳碧水云天 顶层大复式 满5唯一 带名额 带车位 |碧水云天| | 4室2厅 | 269.01平米 | 东 南 西 | 精装|中楼层(共14层)  2004年建板楼  -  |万柳|2900万|单价107803元/平米
海淀|万柳|光大水墨【南北两居 双卫】只交契税，原始三小学区|光大水墨风景| | 2室2厅 | 100.18平米 | 南 北 | 精装|低楼层(共16层)  2005年建板楼  -  |万柳|1300万|单价129767元/平米
海淀|万柳|阳春光华 高层对花园 免个税 精装修大三居 带产权车位|阳春光华家园| | 3室2厅 | 144.19平米 | 南 西 | 精装|高楼层(共16层)  1999年建塔楼  -  |万柳|1390万|单价96401元/平米
海淀|万柳|万泉新新家园 三居室 满五唯一 带车位储藏间|万泉新新家园| | 3室2厅 | 182.93平米 | 南 北 | 精装|低楼层(共6层)  2000年建板楼  -  |万柳|1930万|单价105505元/平米
海淀|万柳|万泉新新家园复式小三居室 双学区选择|万泉新新家园| | 3室2厅 | 160平米 | 南 北 | 精装|高楼层(共6层)  2000年建板楼  -  |万柳|1480万|单价92500元/平米
海淀|万柳|阳春光华全南大两居带双卫生间 满五年唯一无个税|阳春光华家园| | 2室2厅 | 121.09平米 | 南 | 精装|低楼层(共16层)  2000年建塔楼  -  |万柳|1169万|单价96540元/平米
海淀|万柳|万城龙园会呼吸的时尚两居室 落户三小孩子赢在起跑线|万城华府| | 2室1厅 | 115.05平米 | 南 北 | 精装|中楼层(共7层)  2005年建板楼  -  |万柳|1600万|单价139070元/平米
海淀|万柳|万泉新新观景跃层复式 4.5米挑高大厅 送车储 双学区|万泉新新家园| | 6室2厅 | 343平米 | 西南 北 | 精装|中楼层(共5层)  2002年建板楼  -  |万柳|3250万|单价94753元/平米
海淀|万柳|蜂鸟家园北向一居 满五年唯一 三小学区|蜂鸟家园| | 1室0厅 | 43.98平米 | 北 | 其他|高楼层(共14层)  2004年建板楼  -  |万柳|580万|单价131879元/平米
海淀|万柳|万城华府三期中心位置复式 金角别墅精装修拎包入住|万城华府| | 4室3厅 | 351.38平米 | 东 南 北 | 精装|中楼层(共5层)  2007年建板楼  -  |万柳|4450万|单价126644元/平米
海淀|万柳|光大花园  方正四居室 双卧室朝南 带保姆间|光大花园| | 4室2厅 | 179.72平米 | 南 西 | 精装|中楼层(共17层)  2000年建塔楼  -  |万柳|1650万|单价91810元/平米
海淀|万柳|美轮美奂 7米双层挑空复式6室 尽显尊崇|万泉新新家园| | 6室2厅 | 385平米 | 南 北 | 精装|高楼层(共6层)  2002年建板楼  -  |万柳|3400万|单价88312元/平米
海淀|万柳|万柳光大花园 高层精装东南三居 满五唯一  有学区名额|光大花园| | 3室2厅 | 150.81平米 | 东 南 | 精装|高楼层(共17层)  2000年建塔楼  -  |万柳|1550万|单价102779元/平米
海淀|万柳|高层观景三居 东南双落地阳台 满五唯一原始三小名额|锋尚国际| | 3室2厅 | 140.82平米 | 东南 | 精装|中楼层(共18层)  2002年建塔楼  -  |万柳|1580万|单价112200元/平米
海淀|万柳|新起点嘉园     单价低的三小学区房   |新起点嘉园| | 1室0厅 | 170.1平米 | 南 | 简装|高楼层(共18层)  2003年建塔楼  -  |万柳|950万|单价55850元/平米
海淀|万柳|看房方便 园区中心 带中关村三小名额|锋尚国际| | 3室1厅 | 148.52平米 | 南 北 | 其他|低楼层(共18层)  2002年建塔楼  -  |万柳|1460万|单价98304元/平米
海淀|万柳|万柳 万泉新新家园南北通透精装四居 带一车位和储物间|万泉新新家园| | 4室2厅 | 249.09平米 | 南 北 | 毛坯|中楼层(共7层)  2003年建板楼  -  |万柳|2600万|单价104380元/平米
海淀|万柳|万泉商务花园经典东向一居室，双学区！精装修！|万泉新新商务花园| | 1室0厅 | 56.66平米 | 东 | 精装|低楼层(共10层)  2003年建板楼  -  |万柳|590万|单价104130元/平米
海淀|万柳|万柳光大花园 顶层复式六居 中关村三小万泉双学区房|光大花园| | 6室2厅 | 269平米 | 东南 | 精装|高楼层(共17层)  2000年建塔楼  -  |万柳|2500万|单价92937元/平米
海淀|万柳|万柳光大花园精装观景复式 满五唯一 免个税 双学区|光大花园| | 3室2厅 | 197.27平米 | 南 | 精装|高楼层(共17层)  2000年建塔楼  -  |万柳|1550万|单价78573元/平米
海淀|万柳|112平小三居 满五年唯一原始名额|阳春光华家园| | 3室1厅 | 112.53平米 | 南 西 北 | 精装|低楼层(共16层)  2000年建塔楼  -  |万柳|1100万|单价97752元/平米
海淀|万柳|万柳新起点嘉园，三小名额大三居，满五年唯一|新起点嘉园| | 3室2厅 | 153.74平米 | 东北 | 简装|低楼层(共19层)  2003年建塔楼  -  |万柳|1250万|单价81307元/平米
海淀|万柳|万城华府东北向一室一厅 免个税 中关村三小学区|万城华府| | 1室1厅 | 67.99平米 | 东 北 | 精装|中楼层(共7层)  2005年建板楼  -  |万柳|880万|单价129431元/平米
海淀|万柳|万柳新起点嘉园两居室  总价低  中关村三小名额|新起点嘉园| | 2室1厅 | 108.11平米 | 北 | 简装|低楼层(共18层)  2003年建塔楼  -  |万柳|680万|单价62899元/平米
海淀|万柳|光大花园.精装修.三居室.满五唯一|光大花园| | 3室2厅 | 129.35平米 | 西 北 | 精装|低楼层(共17层)  2000年建塔楼  -  |万柳|1250万|单价96638元/平米
海淀|万柳|万柳 光大水墨南北通透 带花园  满五年唯一 原始名额|光大水墨风景| | 2室2厅 | 118平米 | 南 北 | 精装|低楼层(共16层)  2005年建板楼  -  |万柳|1500万|单价127119元/平米
海淀|万柳|万泉新新12号楼小户型，免税房，双学区，高层采光好|万泉新新商务花园| | 1室0厅 | 55平米 | 东 | 精装|高楼层(共10层)  2003年建板楼  -  |万柳|580万|单价105455元/平米
海淀|万柳|阳春橡树园137平南北板楼 三居双卫 装修棒 送花园|阳春光华家园| | 3室2厅 | 137.2平米 | 南 北 | 精装|低楼层(共12层)  2001年建板楼  -  |万柳|1620万|单价118076元/平米
海淀|万柳|涧桥泊屋通透大两居，满五唯一，精装修，三小原始名额|涧桥泊屋| | 2室2厅 | 127.31平米 | 东 西 | 精装|中楼层(共14层)  2004年建板楼  -  |万柳|1350万|单价106041元/平米
海淀|万柳|已购公房，没有增值税，可以多贷 |阳春光华家园| | 2室2厅 | 105.32平米 | 南 | 简装|中楼层(共16层)  2000年建塔楼  -  |万柳|1080万|单价102545元/平米
海淀|万柳|万柳光大花园 高层精装复式四居 满五唯一  有学区名额|光大花园| | 4室3厅 | 242.75平米 | 西北 | 精装|高楼层(共17层)  2000年建塔楼  -  |万柳|2000万|单价82390元/平米
海淀|万柳|万泉新新家园三期眼镜复式，小区中心位置|万泉新新家园| | 6室3厅 | 423.68平米 | 南 北 | 精装|高楼层(共7层)  2003年建板楼  -  |万柳|4600万|单价108573元/平米
海淀|万柳|3号楼 中间层 朝小区 带中关村三小学区名额|汇新家园| | 2室2厅 | 89.93平米 | 南 西 | 精装|中楼层(共16层)  2004年建塔楼  -  |万柳|750万|单价83399元/平米
海淀|万柳|园区中心 满五唯一 普通住宅 只交契税|锋尚国际| | 2室1厅 | 95平米 | 西 北 | 精装|中楼层(共18层)  2002年建塔楼  -  |万柳|1100万|单价115790元/平米
