门头沟|滨河西区|滨河承泽苑   满五唯一  黄金地段|承泽苑| | 3室1厅 | 96.88平米 | 南 北 | 精装|低楼层(共6层)  2000年建板楼  -  |滨河西区|292万|单价30141元/平米
门头沟|海淀北部新区|保利西山林语 2室1厅 415万|保利西山林语| | 2室1厅 | 90.38平米 | 南 北 | 其他|低楼层(共8层)  2011年建板塔结合  -  |海淀北部新区|415万|单价45918元/平米
门头沟|海淀北部新区|双拼别墅 精装修 南花园  业主稳定 看房随时|保利西山林语别墅| | 5室2厅 | 383.76平米 | 东南 西北 | 精装|低楼层(共3层)    -  |海淀北部新区|1500万|单价39087元/平米
门头沟|海淀北部新区|上庄家园西区 一层带花园 看房方便 诚意出售|上庄家园西区| | 3室1厅 | 62平米 | 南 北 | 简装|低楼层(共6层)  1984年建板楼  -  |海淀北部新区|260万|单价41936元/平米
门头沟|海淀北部新区|楼王观山户型，正规五居室，业主急售，可高贷款|北辰香麓| | 5室3厅 | 303平米 | 南 北 | 其他|高楼层(共7层)  2009年建板楼  -  |海淀北部新区|1050万|单价34654元/平米
门头沟|海淀北部新区|保利二期两居 南北通透 6米宽客厅 产权清晰 诚意出售|保利西山林语| | 2室1厅 | 91平米 | 南 北 | 其他|低楼层(共8层)  2010年建板塔结合  -  |海淀北部新区|420万|单价46154元/平米
门头沟|海淀北部新区|中高层小三居 小区中心位置 业主诚意出售 产权清晰 |保利西山林语| | 3室1厅 | 91.77平米 | 东南 | 其他|中楼层(共8层)  2010年建板塔结合  -  |海淀北部新区|450万|单价49036元/平米
门头沟|海淀北部新区|海淀西北独栋现房 70年产权 中区位置 毛坯现房|保利西山林语别墅| | 4室3厅 | 456平米 | 东 南 西 北 | 毛坯|低楼层(共2层)    -  |海淀北部新区|1800万|单价39474元/平米
门头沟|海淀北部新区|黄金三层20万精装修，一次未住可做婚房，业主诚意出售|保利西山林语| | 2室1厅 | 88平米 | 南 北 | 精装|中楼层(共8层)  2009年建板楼  -  |海淀北部新区|460万|单价52273元/平米
门头沟|海淀北部新区|保利西山林语二期，南北双通透大两居。这种户型好|保利西山林语| | 2室1厅 | 95平米 | 南 北 | 精装|低楼层(共9层)  2010年建板塔结合  -  |海淀北部新区|468万|单价49264元/平米
门头沟|海淀北部新区|正源尚峰尚水 不限购北向开间 地下50㎡ |正源尚峰尚水| | 1室0厅 | 50平米 | 南 北 | 其他|低楼层(共10层)  2012年建塔楼  -  |海淀北部新区|170万|单价34000元/平米
门头沟|海淀北部新区|保利西山林语 2室1厅 440万|保利西山林语| | 2室1厅 | 89.7平米 | 东 南 | 其他|低楼层(共8层)  2011年建板塔结合  -  |海淀北部新区|440万|单价49053元/平米
门头沟|海淀北部新区|西山林语 南北通透 婚房装修3居  有电梯  稳定出售|保利西山林语| | 3室1厅 | 88.7平米 | 南 北 | 精装|中楼层(共8层)  2011年建板塔结合  -  |海淀北部新区|453万|单价51072元/平米
门头沟|海淀北部新区|精装一居  全明格局  观景楼层   业主诚意出售|保利西山林语| | 1室1厅 | 49平米 | 西北 | 其他|高楼层(共8层)  2011年建板塔结合  -  |海淀北部新区|275万|单价56123元/平米
门头沟|海淀北部新区|保利西山林语 一期林语公馆 精质两居室|保利西山林语| | 2室1厅 | 89平米 | 东南 北 | 其他|中楼层(共8层)  2009年建板楼  -  |海淀北部新区|490万|单价55057元/平米
门头沟|海淀北部新区|尚峰尚水 顶层带阁楼  南北两居室  精装修|正源尚峰尚水| | 2室2厅 | 96平米 | 南 北 | 其他|高楼层(共9层)  2012年建板楼  -  |海淀北部新区|600万|单价62500元/平米
门头沟|海淀北部新区|不限购 南向两居 婚房装修 高层采光无遮挡 近地铁|正源尚峰尚水| | 2室1厅 | 83.19平米 | 南 | 其他|高楼层(共10层)  2012年建塔楼  -  |海淀北部新区|260万|单价31254元/平米
门头沟|海淀北部新区|保利西山林语 人车分流 南北通透 两居室|保利西山林语| | 2室1厅 | 85.17平米 | 南 北 | 精装|低楼层(共9层)  2010年建板塔结合  -  |海淀北部新区|430万|单价50488元/平米
门头沟|海淀北部新区|保利西山林语 3室2厅 435万|保利西山林语| | 3室2厅 | 93.51平米 | 南 北 | 简装|中楼层(共8层)  2009年建板楼  -  |海淀北部新区|435万|单价46520元/平米
门头沟|海淀北部新区|保利西山林语类独栋别墅 精装修 带200平花园 产权清晰|保利西山林语别墅| | 4室2厅 | 451平米 | 东南 西北 | 其他|低楼层(共3层)    -  |海淀北部新区|2000万|单价44346元/平米
门头沟|海淀北部新区|【保利罗兰香谷】【两居室 朝南 带电梯 精装修】|保利罗兰香谷| | 2室2厅 | 84.79平米 | 南 | 其他|中楼层(共18层)  2012年建板楼  -  |海淀北部新区|305万|单价35972元/平米
门头沟|海淀北部新区|独栋法式别墅 通透性强 中间位置 花园200平米|保利西山林语别墅| | 5室1厅 | 451平米 | 南 | 毛坯|低楼层(共2层)  2008年建  -  |海淀北部新区|1750万|单价38803元/平米
门头沟|海淀北部新区|龙湖滟澜新宸长桥墅 带2个产权车位 带40平小院|龙湖滟澜新宸| | 5室2厅 | 278.09平米 | 南 北 | 毛坯|低楼层(共3层)    -  |海淀北部新区|1200万|单价43152元/平米
门头沟|海淀北部新区|尚峰尚水  精装两居室  东西通透 楼层高视野好 |正源尚峰尚水| | 2室2厅 | 92平米 | 东 西 | 精装|中楼层(共9层)  2012年建板楼  -  |海淀北部新区|495万|单价53805元/平米
门头沟|海淀北部新区|南北通透平层四居室 满五年唯一 中间楼层 带电梯|冠城大通百旺府| | 4室2厅 | 241平米 | 南 北 | 其他|低楼层(共3层)  2013年建板楼  -  |海淀北部新区|1260万|单价52283元/平米
门头沟|海淀北部新区|龙湖滟澜新宸 带双花园 南西北三面三层采光|龙湖滟澜新宸| | 5室2厅 | 279平米 | 南 西 北 | 毛坯|低楼层(共3层)    -  |海淀北部新区|1300万|单价46595元/平米
门头沟|海淀北部新区|西六砖瓦厂家属楼 中间层婚房精装  诚心出售 随时签约|西六砖瓦厂家属楼| | 1室1厅 | 55.9平米 | 南 北 | 精装|中楼层(共5层)  1982年建板楼  -  |海淀北部新区|265万|单价47407元/平米
门头沟|海淀北部新区|保利西山林语  自住精装 三居室 满两年 |保利西山林语| | 3室1厅 | 91.5平米 | 西南 | 其他|低楼层(共8层)  2010年建板塔结合  -  |海淀北部新区|460万|单价50274元/平米
门头沟|海淀北部新区|龙湖滟澜新宸 南北三居 电梯高楼层 看房方便|龙湖滟澜新宸| | 3室2厅 | 97平米 | 南 北 | 毛坯|高楼层(共14层)  板楼  -  |海淀北部新区|322万|单价33196元/平米
门头沟|海淀北部新区|迷你别墅户型，满两年急售，看房非常方便|北辰香麓| | 4室2厅 | 238平米 | 南 北 | 简装|中楼层(共6层)  2009年建板楼  -  |海淀北部新区|1050万|单价44118元/平米
门头沟|海淀北部新区|半山枫林三居室 精装修 两卧客厅朝南 观景房|半山枫林香山85号院| | 3室2厅 | 140.63平米 | 南 北 | 精装|低楼层(共3层)  2005年建板楼  -  |海淀北部新区|730万|单价51910元/平米
门头沟|海淀北部新区|保利罗兰香谷精装三居室可改四居室 南北通透全明格局|保利罗兰香谷| | 4室2厅 | 95平米 | 南 北 | 精装|低楼层(共21层)  2012年建板楼  -  |海淀北部新区|352万|单价37053元/平米
门头沟|海淀北部新区|半山枫林 依山别墅 带南北花园 送车库			|半山枫林香山85号院| | 5室2厅 | 401.83平米 | 南 西 北 | 其他|低楼层(共3层)  2005年建  -  |海淀北部新区|2000万|单价49773元/平米
门头沟|海淀北部新区|距地铁仅209米 中间楼层 采光好 无遮挡|裕祺隆园| | 3室1厅 | 91.69平米 | 东 西 | 其他|中楼层(共6层)  2010年建板楼  -  |海淀北部新区|485万|单价52896元/平米
门头沟|海淀北部新区|70年大产权，可落户，南北通透，随时看房|上庄家园西区| | 2室1厅 | 62.5平米 | 南 北 | 精装|中楼层(共6层)  1983年建板楼  -  |海淀北部新区|255万|单价40800元/平米
门头沟|海淀北部新区|高档小区，南北通透大三居，配套完善，环境好|龙湖滟澜新宸| | 3室1厅 | 125.15平米 | 南 北 | 毛坯|中楼层(共15层)  板楼  -  |海淀北部新区|375万|单价29965元/平米
门头沟|海淀北部新区|全南向，两居室，不限购，户型好，采光好，全天明亮|正源尚峰尚水| | 2室1厅 | 94平米 | 南 | 其他|中楼层(共10层)  2012年建塔楼  -  |海淀北部新区|290万|单价30852元/平米
门头沟|海淀北部新区|龙湖滟澜新宸 品质住宅 电梯商品房 |龙湖滟澜新宸| | 3室1厅 | 97平米 | 南 北 | 毛坯|高楼层(共14层)  塔楼  -  |海淀北部新区|339万|单价34949元/平米
门头沟|海淀北部新区|保利双拼别墅 纯新房毛坯 产权清晰 有钥匙 随时可签约|保利西山林语别墅| | 5室2厅 | 368平米 | 南 北 | 毛坯|地下室(共2层)  2008年建  -  |海淀北部新区|1550万|单价42120元/平米
门头沟|海淀北部新区|保利地产，百万大盘，海淀商铺投资首选。|保利西山林语| | 1室0厅 | 132平米 | 南 北 | 其他|低楼层(共9层)  2010年建板塔结合  -  |海淀北部新区|590万|单价44697元/平米
门头沟|海淀北部新区|不限购北向小两居，中高楼层，精装修，视野好|正源尚峰尚水| | 2室1厅 | 67平米 | 北 | 其他|中楼层(共10层)  2012年建塔楼  -  |海淀北部新区|178万|单价26568元/平米
门头沟|海淀北部新区|保利罗兰香谷正规两居室南向精装修业主自住|保利罗兰香谷| | 2室1厅 | 86.07平米 | 南 | 精装|低楼层(共18层)  2012年建板楼  -  |海淀北部新区|290万|单价33694元/平米
门头沟|海淀北部新区|东南向两居，两卧朝南，户型好，采光好！|正源尚峰尚水| | 2室1厅 | 78.25平米 | 东南 | 其他|中楼层(共10层)  2012年建塔楼  -  |海淀北部新区|265万|单价33866元/平米
门头沟|海淀北部新区|尚峰尚水 50年商住  西南两居   精装修 大飘窗|正源尚峰尚水| | 2室1厅 | 90.22平米 | 西南 | 其他|低楼层(共10层)  2012年建塔楼  -  |海淀北部新区|260万|单价28819元/平米
门头沟|海淀北部新区|纯南向两居，采光好，小区内少有的户型！|正源尚峰尚水| | 2室1厅 | 80.47平米 | 南 | 其他|低楼层(共10层)  2012年建塔楼  -  |海淀北部新区|255万|单价31689元/平米
门头沟|海淀北部新区|西南向两居，两卧朝南，户型好，采光好！|正源尚峰尚水| | 2室1厅 | 78.25平米 | 西南 | 其他|中楼层(共10层)  2012年建塔楼  -  |海淀北部新区|260万|单价33227元/平米
门头沟|海淀北部新区|环山村稀缺房源 商品房 业主换房诚意售 |环山村| | 2室1厅 | 62.5平米 | 南 北 | 精装|高楼层(共6层)  2000年建板楼  -  |海淀北部新区|260万|单价41600元/平米
门头沟|海淀北部新区|海淀温泉镇45号院 南北三居 精装修 |温泉路45号院| | 2室1厅 | 92平米 | 南 北 | 其他|高楼层(共6层)  1996年建板楼  -  |海淀北部新区|400万|单价43479元/平米
门头沟|海淀北部新区|香山脚下别墅区 西山香山玉泉寺三山环绕 带8米挑空|半山枫林香山81号院| | 8室2厅 | 406平米 | 南 北 | 其他|低楼层(共3层)  2008年建  -  |海淀北部新区|2800万|单价68966元/平米
门头沟|海淀北部新区|北辰豪宅  一层带花园  精装大四居  客厅挑高宽敞大气|北辰香麓| | 3室3厅 | 248.02平米 | 东 南 北 | 精装|低楼层(共5层)  2009年建板楼  -  |海淀北部新区|1150万|单价46368元/平米
门头沟|海淀北部新区|尚峰尚水 南北三居 精装修  一层带地下   带南花园|正源尚峰尚水| | 3室2厅 | 124.95平米 | 南 北 | 精装|低楼层(共9层)  2012年建板楼  -  |海淀北部新区|800万|单价64026元/平米
门头沟|海淀北部新区|尚峰尚水不限购双南向两居 精装修低总价可居家可注册 |正源尚峰尚水| | 2室1厅 | 69.52平米 | 南 | 精装|高楼层(共10层)  2012年建塔楼  -  |海淀北部新区|185万|单价26612元/平米
门头沟|海淀北部新区|香山别墅 半山枫林 上风上水 带露台 送车库 |半山枫林香山85号院| | 3室2厅 | 380平米 | 南 北 | 简装|低楼层(共3层)  2005年建  -  |海淀北部新区|2000万|单价52632元/平米
门头沟|海淀北部新区|保利别墅 北入户南花园 南面喷泉水系 毛坯四居室|保利西山林语别墅| | 5室2厅 | 396平米 | 南 北 | 毛坯|低楼层(共3层)    -  |海淀北部新区|1600万|单价40405元/平米
门头沟|海淀北部新区|温泉老年医院家属楼 低楼层 翠微小学 101中学学区|温泉老年病医院宿舍| | 3室1厅 | 65平米 | 南 北 | 其他|低楼层(共6层)  板楼  -  |海淀北部新区|420万|单价64616元/平米
门头沟|海淀北部新区|保利罗兰香谷正规两居室业主换房诚心出售|保利罗兰香谷| | 2室1厅 | 85平米 | 南 | 其他|中楼层(共18层)  2012年建板楼  -  |海淀北部新区|300万|单价35295元/平米
门头沟|海淀北部新区|龙湖滟澜新宸+南北三居两卫+毛坯房+有钥匙随时看房|龙湖滟澜新宸| | 3室2厅 | 124.93平米 | 南 北 | 毛坯|低楼层(共15层)  板楼  -  |海淀北部新区|380万|单价30418元/平米
门头沟|海淀北部新区|保利 小区中心 2居 电梯房 精装修 业主自住装修|保利罗兰香谷| | 2室2厅 | 86平米 | 南 | 其他|高楼层(共18层)  2012年建板楼  -  |海淀北部新区|300万|单价34884元/平米
门头沟|海淀北部新区|保利罗兰香谷 精装 电梯板楼 南向两居 户型方正采光好|保利罗兰香谷| | 2室2厅 | 85平米 | 南 | 精装|低楼层(共18层)  2012年建板楼  -  |海淀北部新区|340万|单价40000元/平米
门头沟|海淀北部新区|尚峰尚水 南北通透 精装三居室 业主诚心出售 |正源尚峰尚水| | 3室2厅 | 151平米 | 南 北 | 精装|中楼层(共10层)  2012年建板楼  -  |海淀北部新区|780万|单价51656元/平米
门头沟|海淀北部新区|沙河一通花园前后50平稀有三居全明格局|沙河一通| | 3室1厅 | 58平米 | 南 北 | 简装|低楼层(共5层)  板楼  -  |海淀北部新区|180万|单价31035元/平米
门头沟|海淀北部新区|不限购两居室，自住精装修，中间楼层，采光好|正源尚峰尚水| | 2室2厅 | 91.66平米 | 西北 | 其他|中楼层(共10层)  2012年建塔楼  -  |海淀北部新区|270万|单价29457元/平米
门头沟|海淀北部新区|顶层loft，西北向，采光非常好，带两个天窗，全天明亮|正源尚峰尚水| | 2室1厅 | 90平米 | 西北 | 其他|高楼层(共10层)  2012年建塔楼  -  |海淀北部新区|330万|单价36667元/平米
门头沟|海淀北部新区|保利别墅  类独栋 南向大花园 有车库|保利西山林语别墅| | 4室2厅 | 502平米 | 东 南 西 北 | 毛坯|低楼层(共2层)    -  |海淀北部新区|2000万|单价39841元/平米
门头沟|海淀北部新区|独栋别墅 西北上风佳地 院子、车库、阁楼不计房本面积|颐丰庄园| | 4室2厅 | 298.32平米 | 南 北 | 简装|低楼层(共2层)  2011年建  -  |海淀北部新区|1200万|单价40226元/平米
门头沟|海淀北部新区|保利罗兰香谷 精装修 没住过人 有车位|保利罗兰香谷| | 3室1厅 | 91平米 | 南 北 | 精装|低楼层(共18层)  2012年建板楼  -  |海淀北部新区|370万|单价40660元/平米
