昌平|安宁庄|阳光北里 免税 海淀实验二小学 楼龄新 靠谱签约|阳光北里| | 3室1厅 | 85.5平米 | 西 南 | 简装|高楼层(共18层)  1999年建塔楼  -  |安宁庄|450万|单价52632元/平米
昌平|霍营|小区中间 楼层好 精装自住 距离地铁896米 满五年唯一|龙锦苑东一区| | 2室2厅 | 98.87平米 | 南 北 | 精装|高楼层(共6层)  2007年建板楼  -  |霍营|340万|单价34389元/平米
昌平|霍营|紫金新干线，南北通透，商品房，精装修，中间楼层|紫金新干线| | 4室2厅 | 151平米 | 南 北 | 精装|中楼层(共10层)  2009年建板楼  -  |霍营|550万|单价36424元/平米
昌平|霍营|拎包入住精装修 满五唯一 小区中间 |龙锦苑东一区| | 3室2厅 | 124.02平米 | 南 北 | 精装|高楼层(共6层)  2007年建板楼  -  |霍营|350万|单价28222元/平米
昌平|霍营|华龙苑中里南北通透两居 黄金楼层 可改三居 价钱可谈|华龙苑中里| | 2室1厅 | 71.56平米 | 南 北 | 精装|高楼层(共6层)  1992年建板楼  -  |霍营|257万|单价35914元/平米
昌平|霍营|天鑫家园 8号线东大街地铁边缘 两居室  看房随时 签约|天鑫家园| | 2室1厅 | 83.84平米 | 东 西 | 精装|高楼层(共6层)  2003年建板楼  -  |霍营|320万|单价38168元/平米
昌平|霍营|龙锦苑东五区！精装修大三居！满五年唯一！|龙锦苑东五区| | 3室2厅 | 124.78平米 | 南 北 | 精装|高楼层(共6层)  2007年建板楼  -  |霍营|330万|单价26447元/平米
昌平|霍营|紫金新干线+B20+黄金楼层+诚意出售|紫金新干线| | 2室2厅 | 96平米 | 南 北 | 精装|低楼层(共6层)  2009年建板楼  -  |霍营|405万|单价42188元/平米
昌平|霍营|紫金新干线 主卧客厅朝南两居室 原值高 可以随时签约|紫金新干线| | 2室1厅 | 91.63平米 | 南 北 | 简装|低楼层(共10层)  2009年建板楼  -  |霍营|380万|单价41472元/平米
昌平|霍营|紧邻地铁 正规的一居室，商品房满五年唯一|旺龙花园| | 1室1厅 | 52.49平米 | 南 | 精装|高楼层(共6层)  2004年建板楼  -  |霍营|230万|单价43818元/平米
昌平|霍营|华龙苑中里两居室 诚心出售 随时签约|华龙苑中里| | 2室1厅 | 71.56平米 | 南 北 | 简装|高楼层(共6层)  1992年建板楼  -  |霍营|245万|单价34238元/平米
昌平|霍营|农垦学院家属楼三改两居 紧邻8号线回龙观东大街站|农垦学院家属楼| | 3室1厅 | 78平米 | 北 南 | 精装|低楼层(共6层)  1986年建板楼  -  |霍营|269万|单价34488元/平米
昌平|霍营|20万精装 双卧朝南 随时签约 三居室|华龙苑南里| | 3室1厅 | 85.4平米 | 南 西 北 | 精装|高楼层(共6层)  1995年建板楼  -  |霍营|295万|单价34544元/平米
昌平|霍营|商品房满两年唯一 小区中间 距离地铁998米 随时签约|龙锦苑东一区| | 3室2厅 | 124平米 | 南 北 | 精装|高楼层(共6层)  2007年建板楼  -  |霍营|350万|单价28226元/平米
昌平|霍营|通透户型  主卧客厅朝南  精装修|华龙苑南里| | 2室1厅 | 71.28平米 | 南 北 | 精装|高楼层(共6层)  1995年建板楼  -  |霍营|255万|单价35775元/平米
昌平|霍营|华龙苑中里，两居室，精装修，临近地铁，年代新。|华龙苑中里| | 2室1厅 | 87.17平米 | 南 北 | 精装|高楼层(共6层)  2001年建板楼  -  |霍营|340万|单价39005元/平米
昌平|霍营|不临街不把边 精装三居 老少同堂|龙锦苑东二区| | 3室2厅 | 124.4平米 | 南 北 | 精装|高楼层(共6层)  2008年建板楼  -  |霍营|370万|单价29743元/平米
昌平|霍营|龙锦苑东三区 近8号线500米 满五唯一 南北通透大三居|龙锦苑东三区| | 3室1厅 | 124平米 | 南 北 | 简装|高楼层(共6层)  2009年建板楼  -  |霍营|315万|单价25404元/平米
昌平|霍营|临街旺铺，诚意出售，看房方便！|龙锦苑东二区| | 1室0厅 | 100平米 | 南 北 | 简装|低楼层(共6层)  2008年建板楼  -  |霍营|288万|单价28800元/平米
昌平|霍营|龙锦苑东三区 地铁房 满五唯一 南北三居|龙锦苑东三区| | 3室1厅 | 131平米 | 南 北 | 其他|高楼层(共6层)  2009年建板楼  -  |霍营|400万|单价30535元/平米
昌平|霍营|业主换房 南北通透 拎包入住 满五唯一 急售可谈|蓝天园| | 2室1厅 | 78.38平米 | 南 北 | 精装|高楼层(共5层)  1998年建板楼  -  |霍营|285万|单价36362元/平米
昌平|霍营|龙锦苑东五区 30万装修 诚心出售！|龙锦苑东五区| | 3室2厅 | 124.77平米 | 南 北 | 其他|中楼层(共6层)  2007年建板楼  -  |霍营|375万|单价30056元/平米
昌平|霍营|龙锦苑东五 精装修 业主诚心出售！|龙锦苑东五区| | 3室2厅 | 124.78平米 | 南 北 | 精装|高楼层(共6层)  2007年建板楼  -  |霍营|328万|单价26287元/平米
昌平|霍营|龙锦苑东二区 低楼层三居室 不临街不把边 拎包入住|龙锦苑东二区| | 3室2厅 | 118平米 | 南 北 | 精装|中楼层(共6层)  2008年建板楼  -  |霍营|400万|单价33899元/平米
昌平|霍营|回龙观 霍营 龙锦苑东五区 三居两卫 纯毛坯 诚心出售|龙锦苑东五区| | 3室2厅 | 124.46平米 | 南 北 | 毛坯|低楼层(共6层)  2007年建板楼  -  |霍营|355万|单价28524元/平米
昌平|霍营|紧邻地铁 满五唯一 南北通秀 业主诚心出售|龙锦苑东三区| | 2室1厅 | 100平米 | 南 北 | 简装|高楼层(共6层)  2009年建板楼  -  |霍营|310万|单价31000元/平米
昌平|霍营|龙锦苑东五区 满五年唯一 楼王位置 大三居！|龙锦苑东五区| | 3室2厅 | 124.78平米 | 南 北 | 简装|高楼层(共6层)  2007年建板楼  -  |霍营|300万|单价24043元/平米
昌平|霍营|龙锦苑东四区 满五年唯一 南北通透!|龙锦苑东四区| | 2室1厅 | 98平米 | 南 北 | 简装|中楼层(共6层)  2009年建板楼  -  |霍营|300万|单价30613元/平米
昌平|霍营|经适房满五年唯一，精装修，黄金楼层，南北通透， |龙锦苑东五区| | 2室2厅 | 99.59平米 | 南 北 | 简装|中楼层(共6层)  2007年建板楼  -  |霍营|320万|单价32132元/平米
昌平|霍营|15万精装电梯2居+紫金新干线+接受换房组合贷款|紫金新干线| | 2室2厅 | 89平米 | 南 北 | 精装|高楼层(共10层)  2009年建板楼  -  |霍营|348万|单价39102元/平米
昌平|霍营|霍营小区，实用小两居，南北通透，精装修，临近地铁。|霍营小区| | 2室1厅 | 59.31平米 | 南 北 | 其他|中楼层(共6层)  1994年建板楼  -  |霍营|245万|单价41309元/平米
昌平|霍营|龙锦苑东一区 层高3.1米 商品房 南北通透 精装修|龙锦苑东一区| | 3室1厅 | 119平米 | 南 北 | 简装|高楼层(共6层)  2007年建板楼  -  |霍营|297万|单价24958元/平米
昌平|霍营|满五年唯一三居室，南北通透，紧邻地铁|龙锦苑东二区| | 3室1厅 | 124.46平米 | 南 北 | 其他|高楼层(共6层)  2007年建板楼  -  |霍营|330万|单价26515元/平米
昌平|霍营|华龙苑南里黄金楼层三居 业主换房诚心出售|华龙苑南里| | 3室1厅 | 86平米 | 北 南 | 简装|中楼层(共6层)  1995年建板楼  -  |霍营|330万|单价38373元/平米
昌平|霍营|黄金楼层 三面采光  商品房满两年原值高达115万|华龙苑南里| | 2室1厅 | 70.21平米 | 南 北 | 精装|中楼层(共6层)  1995年建板楼  -  |霍营|275万|单价39169元/平米
昌平|霍营|满五唯一免个税，南北通透三居室|龙锦苑东二区| | 3室1厅 | 134.86平米 | 南 北 | 其他|低楼层(共6层)  2007年建板楼  -  |霍营|390万|单价28919元/平米
昌平|霍营|客厅3.1米挑高 满五年唯一住房 可以随时签约产权清晰 |龙锦苑东一区| | 2室1厅 | 98.48平米 | 南 北 | 简装|高楼层(共6层)  2007年建板楼  -  |霍营|300万|单价30464元/平米
昌平|霍营|回龙观霍营南北通透大三居，楼层好户型棒改善的首选！|龙锦苑东五区| | 3室2厅 | 125.12平米 | 南 北 | 简装|低楼层(共6层)  2007年建板楼  -  |霍营|380万|单价30371元/平米
昌平|霍营|龙锦苑东一区 南北双通透户型 采光充足 总价低 |龙锦苑东一区| | 3室2厅 | 118.71平米 | 南 北 | 简装|高楼层(共6层)  2007年建板楼  -  |霍营|323万|单价27210元/平米
昌平|霍营|满五年唯一，全明格局，南北通透，正规三居室|龙锦苑东四区| | 3室2厅 | 125平米 | 南 北 | 简装|中楼层(共6层)  2009年建板楼  -  |霍营|370万|单价29600元/平米
昌平|霍营|满五年唯一、黄金楼层、采光充足、视野宽阔、南北通透|龙锦苑东五区| | 2室2厅 | 99.68平米 | 南 北 | 精装|高楼层(共6层)  2007年建板楼  -  |霍营|275万|单价27589元/平米
昌平|霍营|华龙苑南里 通透两居室  采光好  诚心出售 随时可签约|华龙苑南里| | 2室1厅 | 74平米 | 南 北 | 简装|高楼层(共6层)  1995年建板楼  -  |霍营|280万|单价37838元/平米
昌平|霍营|龙锦苑东五区 大三居 业主非常诚心出售！|龙锦苑东五区| | 3室1厅 | 124.8平米 | 南 北 | 简装|高楼层(共6层)  2007年建板楼  -  |霍营|280万|单价22436元/平米
昌平|霍营|中间层一居室 总价低 业主单纯变现接受商业贷款  |天鑫家园| | 1室0厅 | 44.1平米 | 北 | 精装|中楼层(共6层)  2003年建板楼  -  |霍营|190万|单价43084元/平米
昌平|霍营|紧邻地铁站电梯房2居室南北通透不临街不把边|华龙苑北里| | 2室1厅 | 100.04平米 | 南 北 | 简装|中楼层(共7层)  2005年建板楼  -  |霍营|340万|单价33987元/平米
昌平|霍营|距离8号线回龙观东大街站529米，大三居，满五年唯一|龙锦苑东三区| | 3室2厅 | 131平米 | 南 北 | 精装|高楼层(共6层)  2009年建板楼  -  |霍营|300万|单价22901元/平米
昌平|霍营|双卧朝南 精装大两居 挑空2.9米 视野宽阔 采光好|蓝天园| | 2室1厅 | 76.28平米 | 南 | 精装|高楼层(共5层)  1998年建板楼  -  |霍营|280万|单价36707元/平米
昌平|霍营|正规小两居室  霍营地铁8号线13号线双轨交汇   |蓝天园| | 2室1厅 | 73.8平米 | 南 北 | 精装|高楼层(共6层)  1996年建板楼  -  |霍营|280万|单价37941元/平米
昌平|霍营|精装修正规的两居室  霍营地铁双轨交汇|蓝天园| | 2室1厅 | 74.08平米 | 南 北 | 精装|中楼层(共6层)  1996年建板楼  -  |霍营|295万|单价39822元/平米
昌平|霍营|紧邻双轨霍营站商品房满五年唯一南北通透两居|华龙苑南里| | 2室1厅 | 71.28平米 | 南 北 | 简装|高楼层(共6层)  1995年建板楼  -  |霍营|298万|单价41807元/平米
昌平|霍营|龙锦苑 黄金二层 可以步行地铁8号线 可以随时签约|龙锦苑东一区| | 2室1厅 | 98.48平米 | 南 北 | 简装|中楼层(共6层)  2007年建板楼  -  |霍营|330万|单价33510元/平米
昌平|霍营|龙锦苑东四区 低楼层大两居 近邻八号回龙观东大街地铁|龙锦苑东四区| | 2室1厅 | 101平米 | 南 北 | 简装|低楼层(共6层)  2009年建板楼  -  |霍营|310万|单价30694元/平米
昌平|霍营|龙锦苑东四区，精装二居室，户型方正，满五唯一|龙锦苑东四区| | 2室1厅 | 101.1平米 | 南 北 | 精装|高楼层(共6层)  2009年建板楼  -  |霍营|300万|单价29674元/平米
昌平|霍营|公房满五年 1%个税 1层送近20平自建 全明格局|华龙苑中里| | 2室1厅 | 66.62平米 | 南 北 | 其他|低楼层(共5层)  1991年建板楼  -  |霍营|270万|单价40529元/平米
昌平|霍营|商品房小区，四层，满五年唯一住房，税费少|天鑫家园| | 1室0厅 | 41.86平米 | 北 | 精装|中楼层(共6层)  2003年建板楼  -  |霍营|183万|单价43718元/平米
昌平|霍营|南北向两居室，黄金楼层，紧邻地铁13和8号线。|华龙苑南里| | 2室1厅 | 71.28平米 | 南 北 | 简装|中楼层(共6层)  1995年建板楼  -  |霍营|260万|单价36476元/平米
昌平|霍营|黄金三层 户型很好 双阳台 业主诚心出售|华龙苑南里| | 2室1厅 | 74.22平米 | 南 北 | 简装|中楼层(共6层)  1995年建板楼  -  |霍营|280万|单价37726元/平米
昌平|霍营|华龙苑南里黄金楼层大三居紧邻霍营站双地铁|华龙苑南里| | 3室1厅 | 102.64平米 | 南 北 | 简装|高楼层(共6层)  1999年建板楼  -  |霍营|350万|单价34100元/平米
昌平|霍营|满五唯一 电梯房 总价低 业主诚心出售|华龙苑北里| | 3室1厅 | 73.35平米 | 东南 | 简装|高楼层(共7层)  2005年建塔楼  -  |霍营|320万|单价43627元/平米
昌平|霍营|南北通透 双阳台 满五唯一 换房急售可谈！|华龙苑南里| | 2室1厅 | 71.13平米 | 南 北 | 简装|高楼层(共6层)  1995年建板楼  -  |霍营|265万|单价37256元/平米
昌平|霍营|满五唯一 重点工程 全明户型 南北通透 黄金楼层|龙锦苑东四区| | 2室1厅 | 102平米 | 北 南 | 精装|中楼层(共6层)  2009年建板楼  -  |霍营|300万|单价29412元/平米
昌平|霍营|带15平露台 双卧朝南大两居 小区中间位置 交通便利|天鑫家园| | 2室1厅 | 82.09平米 | 南 北 | 精装|高楼层(共6层)  2003年建板楼  -  |霍营|310万|单价37764元/平米
昌平|霍营|华龙苑南里，两居室，精装修，南北通透，中间楼层|华龙苑南里| | 2室1厅 | 71.99平米 | 南 北 | 精装|高楼层(共6层)  1995年建板楼  -  |霍营|270万|单价37506元/平米
昌平|霍营|满二年唯一，原值高 黄金三层 婚房精装修 靠谱出售|华龙苑南里| | 2室1厅 | 73.13平米 | 东南 | 精装|中楼层(共6层)  1995年建板楼  -  |霍营|275万|单价37605元/平米
昌平|霍营|8号线地铁 边缘 中间楼层三居室 业主随时签约|天鑫家园| | 3室2厅 | 124平米 | 南 北 | 简装|中楼层(共6层)  2003年建板楼  -  |霍营|360万|单价29033元/平米
昌平|霍营|07年新房，满5唯一，步行地铁1200米，随时签约|龙锦苑东五区| | 3室1厅 | 124.65平米 | 南 北 | 简装|高楼层(共6层)  2007年建板楼  -  |霍营|335万|单价26876元/平米
昌平|霍营|8号线地铁房 商满二 原值高 业主随时签约|天鑫家园| | 3室1厅 | 117.92平米 | 南 北 | 精装|中楼层(共7层)  2002年建板塔结合  -  |霍营|365万|单价30954元/平米
昌平|霍营|楼王两居室 满五年唯一 地铁约500米|龙锦苑东三区| | 2室1厅 | 99平米 | 南 北 | 简装|高楼层(共6层)  2009年建板楼  -  |霍营|290万|单价29293元/平米
昌平|霍营|回龙观 龙锦苑东五区 满五唯一 诚心出售|龙锦苑东五区| | 3室2厅 | 124.62平米 | 南 北 | 简装|中楼层(共6层)  2007年建板楼  -  |霍营|330万|单价26481元/平米
昌平|霍营|紧邻地铁8号线 南北能透两居 步行到地铁大约8分钟 |龙锦苑东三区| | 2室1厅 | 105平米 | 南 北 | 简装|高楼层(共6层)  2009年建板楼  -  |霍营|300万|单价28572元/平米
昌平|霍营|商品房 板楼二层 南北双通透 得房率90% 近8号线|天鑫家园| | 2室1厅 | 106平米 | 南 北 | 精装|中楼层(共5层)  2002年建板楼  -  |霍营|360万|单价33963元/平米
昌平|霍营|正规的三居室 中间楼层 小区的中间位置 紧邻地铁|华龙苑南里| | 3室1厅 | 102.21平米 | 东 南 | 简装|低楼层(共6层)  1995年建板楼  -  |霍营|298万|单价29156元/平米
昌平|霍营|龙锦苑东四区 3室2厅 330万|龙锦苑东四区| | 3室2厅 | 131.49平米 | 南 北 | 简装|高楼层(共6层)  2009年建板楼  -  |霍营|330万|单价25097元/平米
昌平|霍营|满二唯一   精装修  客厅带阳台  采光棒   中间楼层  |华龙苑南里| | 2室1厅 | 72平米 | 南 北 | 精装|低楼层(共6层)  1995年建板楼  -  |霍营|265万|单价36806元/平米
昌平|霍营|满五年唯一，双卧朝南，临霍营地铁，价格可谈，靠谱|华龙苑南里| | 3室1厅 | 86.65平米 | 南 北 | 简装|高楼层(共6层)  1995年建板楼  -  |霍营|290万|单价33468元/平米
昌平|霍营|华龙苑南里 通透两居 挑空3米 采光好 |华龙苑南里| | 2室1厅 | 75.39平米 | 南 北 | 精装|高楼层(共6层)  1999年建板楼  -  |霍营|265万|单价35151元/平米
昌平|霍营|商品房满两年 精装修 黄金三层|龙锦苑东二区| | 2室2厅 | 101平米 | 南 北 | 精装|中楼层(共6层)  2008年建板楼  -  |霍营|338万|单价33466元/平米
昌平|霍营|一层带小院 正规的两居室 小区的中间位置|华龙苑中里| | 2室1厅 | 52.53平米 | 南 北 | 简装|低楼层(共6层)  1992年建板楼  -  |霍营|245万|单价46641元/平米
昌平|霍营|回龙观 龙锦苑东四区 南北通透 三居两卫 诚心出售|龙锦苑东四区| | 3室2厅 | 124平米 | 南 北 | 简装|高楼层(共6层)  2009年建板楼  -  |霍营|350万|单价28226元/平米
昌平|霍营|南北通透三居室 满五唯一免个税 |龙锦苑东二区| | 3室2厅 | 124.67平米 | 南 北 | 简装|低楼层(共6层)  2007年建板楼  -  |霍营|370万|单价29679元/平米
